Id,Order,Problem,Trial,High,Phigh,Low,Medium,risky_side,side,Choice,Payoff,total_points
90.0,6.0,19.0,1,-6.5,0.9,-17.5,-8.4,right,left,0,-8.4,-8.4
90.0,6.0,19.0,2,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-14.9
90.0,6.0,19.0,3,-6.5,0.9,-17.5,-8.4,right,left,0,-8.4,-23.3
90.0,6.0,19.0,4,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-29.8
90.0,6.0,19.0,5,-6.5,0.9,-17.5,-8.4,right,left,0,-8.4,-38.2
90.0,6.0,19.0,6,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-44.7
90.0,6.0,19.0,7,-6.5,0.9,-17.5,-8.4,right,left,0,-8.4,-53.1
90.0,6.0,19.0,8,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-59.6
90.0,6.0,19.0,9,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-66.1
90.0,6.0,19.0,10,-6.5,0.9,-17.5,-8.4,right,left,0,-8.4,-74.5
90.0,6.0,19.0,11,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-81.0
90.0,6.0,19.0,12,-6.5,0.9,-17.5,-8.4,right,left,0,-8.4,-89.4
90.0,6.0,19.0,13,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-95.9
90.0,6.0,19.0,14,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-102.4
90.0,6.0,19.0,15,-6.5,0.9,-17.5,-8.4,right,left,0,-8.4,-110.80000000000001
90.0,6.0,19.0,16,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-117.30000000000001
90.0,6.0,19.0,17,-6.5,0.9,-17.5,-8.4,right,right,1,-17.5,-134.8
90.0,6.0,19.0,18,-6.5,0.9,-17.5,-8.4,right,left,0,-8.4,-143.20000000000002
90.0,6.0,19.0,19,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-149.70000000000002
90.0,6.0,19.0,20,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-156.20000000000002
90.0,6.0,19.0,21,-6.5,0.9,-17.5,-8.4,right,left,0,-8.4,-164.60000000000002
90.0,6.0,19.0,22,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-171.10000000000002
90.0,6.0,19.0,23,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-177.60000000000002
90.0,6.0,19.0,24,-6.5,0.9,-17.5,-8.4,right,left,0,-8.4,-186.00000000000003
90.0,6.0,19.0,25,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-192.50000000000003
90.0,6.0,19.0,26,-6.5,0.9,-17.5,-8.4,right,right,1,-6.5,-199.00000000000003
